OPT School Codes,ATS Code,School Name,Address,Phone,District,Borough,Type of School,Building Code
29195,29Q195,P.S. 195,253-50 149TH AVENUE Queens NY 11422,(718) 723-0313,29,Queens,Public,Q195
14196,14K196,P.S. 196,207 BUSHWICK AVENUE Brooklyn NY 11206,(718) 497-0139,14,Brooklyn,Public,K196
28196,28Q196,P.S. 196,71-25 113TH STREET Queens NY 11375,(718) 263-9770,28,Queens,Public,Q196
22197,22K197,P.S. 197,1599 EAST 22TH STREET Brooklyn NY 11210,(718) 377-7890,22,Brooklyn,Public,K197
27197,27Q197,P.S. 197,825 HICKSVILLE ROAD Queens NY 11691,(718) 327-1083,27,Queens,Public,Q197
5197,05M197,P.S. 197 JOHN RUSSWURM,2230 5TH AVENUE New York NY 10037,(212) 690-5960,5,Manhattan,Public,M197
2198,02M198,P.S. 198,1700 3RD AVENUE Manhattan NY 10128,(212) 289-3702,2,Manhattan,Public,M198
22198,22K198,P.S. 198,4105 FARRAGUT ROAD Brooklyn NY 11210,(718) 282-4920,22,Brooklyn,Public,K198
3199,03M199,P.S. 199,270 WEST 70TH STREET New York NY 10023,(212) 799-1033,3,Manhattan,Public,M199
21199,21K199,P.S. 199,1100 ELM AVENUE Brooklyn NY 11230,(718) 339-1422,21,Brooklyn,Public,K199
24199,24Q199,P.S. 199,39-20 48TH AVENUE Queens NY 11104,(718) 784-3431,24,Queens,Public,Q199
24325,24Q199,P.S. 199 ANNEX AT ST RAPHAEL,48-25 37TH STREET Queens NY 11104,(718) 784-3431,24,Queens,Public,Q199
9199,09X199,P.S. 199X THE SHAKESPEARE SCH,1449 SHAKESPEARE AVENUE Bronx NY 10452,(718) 681-7172,9,Bronx,Public,X104
2002,02M002,P.S. 2,122 HENRY STREET New York NY 10002,(212) 964-0350,2,Manhattan,Public,M002
30002,30Q002,P.S. 2,75-10 21ST AVENUE Queens NY 11370,(718) 728-1459,30,Queens,Public,Q002
1020,01M020,P.S. 20,166 ESSEX STREET New York NY 10002,(212) 254-9577,1,Manhattan,Public,M020
13020,13K020,P.S. 20,225 ADELPHI STREET Brooklyn NY 11205,(718) 834-6744,13,Brooklyn,Public,K020
25020,25Q020,P.S. 20,142-30 BARCLAY AVENUE Queens NY 11355,(718) 359-0321,25,Queens,Public,Q020
31020,31R020,P.S. 20,161 PARK AVENUE Richmond NY 10302,(718) 442-4110,31,Staten Island,Public,R020
20200,20K200,P.S. 200,1940 BENSON AVENUE Brooklyn NY 11214,(718) 236-5466,20,Brooklyn,Public,K200
25200,25Q200,P.S. 200,70-10 164TH STREET Queens NY 11365,(718) 969-7780,25,Queens,Public,Q200
5200,05M200,P.S. 200 JAMES MCCUNE SMITH,2589 7TH AVENUE New York NY 10039,(212) 491-6636,5,Manhattan,Public,M200
25201,25Q201,P.S. 201,65-11 155TH STREET Queens NY 11367,(718) 359-0620,25,Queens,Public,Q201
19202,19K202,P.S. 202,982 HEGEMAN AVENUE Brooklyn NY 11208,(718) 649-7880,19,Brooklyn,Public,K202
22203,22K203,P.S. 203,5101 AVENUE M Brooklyn NY 11234,(718) 241-8488,22,Brooklyn,Public,K203
26203,26Q203,P.S. 203,53-11 SPRINGFIELD BLVD BAYSIDE NY 11364,(718) 423-8652,26,Queens,Public,Q203
9204,09X204,P.S. 204,1780 MARTIN LUTHER KING JR BLVD Bronx NY 10453,(718) 960-9520,9,Bronx,Public,X338
20204,20K204,P.S. 204,8101 15TH AVENUE Brooklyn NY 11228,(718) 236-2906,20,Brooklyn,Public,K204
20205,20K205,P.S. 205,6701 20TH AVENUE Brooklyn NY 11204,(718) 236-2380,20,Brooklyn,Public,K205
26205,26Q205,P.S. 205,75-25 BELL BLVD Queens NY 11364,(718) 464-5773,26,Queens,Public,Q205
10489,10X205,P.S. 205B FIORELLO H.LAGUARDIA,2375 SOUTHERN BLVD. Bronx NY 10458,(718) 584-6390,10,Bronx,Public,X205
4206,04M206,P.S. 206,508 EAST 120TH STREET New York NY 10035,(212) 860-5809,4,Manhattan,Public,M206
28206,28Q206,P.S. 206,61-02 98TH ST Queens NY 11374,(718) 592-0300,28,Queens,Public,Q206
4877,04M206,P.S. 206 M.S.,508 EAST 120TH STREET New York NY 10035,(212) 860-5809,4,Manhattan,Public,M206
22207,22K207,P.S. 207,4011 FILLMORE AVENUE Brooklyn NY 11234,(718) 645-8667,22,Brooklyn,Public,K207
27207,27Q207,P.S. 207,159-15 88TH STREET Queens NY 11414,(718) 848-2700,27,Queens,Public,Q207
18208,18K208,P.S. 208,4801 AVENUE D Brooklyn NY 11203,(718) 629-1670,18,Brooklyn,Public,K208
10209,10X209,P.S. 209,317 EAST 183 STREET Bronx NY 10458,(718) 364-0085,10,Bronx,Public,X209
21209,21K209,P.S. 209,2609 EAST 7 STREET Brooklyn NY 11235,(718) 743-1954,21,Brooklyn,Public,K209
11021,11X021,P.S. 21,715 EAST 225TH STREET Bronx NY 10466,(718) 652-3903,11,Bronx,Public,X021
16021,16K021,P.S. 21,180 CHAUNCEY STREET Brooklyn NY 11233,(718) 493-9681,16,Brooklyn,Public,K021
31021,31R021,P.S. 21,168 HOOKER PLACE Richmond NY 10302,(718) 816-3300,31,Staten Island,Public,R021
2492,02M212,P.S. 212,328 WEST 48 STREET New York NY 10036,(212) 247-0208,2,Manhattan,Public,M017
12212,12X212,P.S. 212,1180 TINTON AVENUE Bronx NY 10456,(718) 842-2331,12,Bronx,Public,X198
21212,21K212,P.S. 212,87 BAY 49TH STREET Brooklyn NY 11214,(718) 266-4841,21,Brooklyn,Public,K212
30212,30Q212,P.S. 212,34-25 82 STREET Queens NY 11374,(718) 898-6973,30,Queens,Public,Q212
19213,19K213,P.S. 213,580 HEGEMAN AVENUE Brooklyn NY 11207,(718) 257-4034,19,Brooklyn,Public,K213
26213,26Q213,P.S. 213,231-02 67TH AVENUE Queens NY 11364,(718) 423-8747,26,Queens,Public,Q213
12214,12X214,P.S. 214,1970 WEST FARMS ROAD Bronx NY 10460,(718) 589-6728,12,Bronx,Public,X167
19214,19K214,P.S. 214,2944 PITKIN AVENUE Brooklyn NY 11208,(718) 647-1740,19,Brooklyn,Public,K214
25214,25Q214,P.S. 214,31-15 140TH STREET Queens NY 11354,(718) 461-4055,25,Queens,Public,Q214
21215,21K215,P.S. 215,415 AVENUE S Brooklyn NY 11223,(718) 339-2464,21,Brooklyn,Public,K215
22217,22K217,P.S. 217,1100 NEWKIRK AVENUE Brooklyn NY 11230,(718) 434-6960,22,Brooklyn,Public,K217
18219,18K219,P.S. 219,1060 CLARKSON AVENUE Brooklyn NY 11212,(718) 342-0493,18,Brooklyn,Public,K219
18406,18K219,P.S. 219 ANNEX II,9517 KINGS HIGHWAY Brooklyn NY 11212,(718) 342-4747,18,Brooklyn,Public,K219
25022,25Q022,P.S. 22,153-33 SANFORD AVENUE Queens NY 11355,(718) 762-4141,25,Queens,Public,Q022
31022,31R022,P.S. 22,1860 FOREST AVENUE Richmond NY 10303,(718) 442-2219,31,Staten Island,Public,R022
28220,28Q220,P.S. 220 THE EDWARD MANDEL SCH,62-10 108TH STREET Queens NY 11375,(718) 592-3030,28,Queens,Public,Q220
17221,17K221,P.S. 221,791 EMPIRE BLVD Brooklyn NY 11213,(718) 756-0122,17,Brooklyn,Public,K221
26221,26Q221,P.S. 221,57-40 MARATHON PARKWAY LITTLE NECK NY 11362,(718) 225-7029,26,Queens,Public,Q221
22222,22K222,P.S. 222,3301 QUENTIN ROAD Brooklyn NY 11234,(718) 998-4298,22,Brooklyn,Public,K222
30222,30Q222,P.S. 222,86-15 37TH AVENUE Queens NY 11372,(718) 429-2563,30,Queens,Public,Q222
27223,27Q223,P.S. 223,125-20 SUTPHIN BLVD Queens NY 11434,(718) 558-2900,27,Queens,Public,Q223
19224,19K224,P.S. 224,755 WORTMAN AVENUE Brooklyn NY 11208,(718) 235-3600,19,Brooklyn,Public,K224
21225,21K225,P.S. 225,1075 OCEANVIEW AVENUE Brooklyn NY 11235,(718) 743-9793,21,Brooklyn,Public,K225
10432,10X226,P.S. 226,1950 SEDGWICK AVENUE Bronx NY 10453,(929) 452-3090,10,Bronx,Public,X826
30228,30Q228,P.S. 228 EARLY CHILDHOOD SCH,32-65 93RD STREET EAST ELMHURST NY 11369,(718) 899-5799,30,Queens,Public,Q228
20229,20K229,P.S. 229 DYKER,1400 BENSON AVENUE Brooklyn NY 11228,(718) 236-5447,20,Brooklyn,Public,K229
24229,24Q229,P.S. 229Q,67-25 51ST ROAD WOODSIDE NY 11377,(718) 446-2120,24,Queens,Public,Q229
10023,10X023,P.S. 23,2151 WASHINGTON AVENUE Bronx NY 10457,(718) 584-3992,10,Bronx,Public,X023
14023,14K023,P.S. 23,545 WILLOUGHBY AVENUE Brooklyn NY 11206,(718) 387-0375,14,Brooklyn,Public,K023
31023,31R023,P.S. 23,30 NATICK STREET Richmond NY 10306,(718) 351-1155,31,Staten Island,Public,R023
15230,15K230,P.S. 230,1 ALBEMARLE ROAD Brooklyn NY 11218,(718) 437-6135,15,Brooklyn,Public,K230
15478,15K230,P.S. 230 ANNEX,425 MCDONALD AVE Brooklyn NY 11218,(718) 330-9212,15,Brooklyn,Public,K230
27232,27Q232,P.S. 232,153-23 83RD STREET Queens NY 11414,(718) 848-9247,27,Queens,Public,Q232
18233,18K233,P.S. 233,9301 AVENUE B Brooklyn NY 11236,(718) 346-8103,18,Brooklyn,Public,K233
30234,30Q234,P.S. 234,30-15 29TH STREET Queens NY 11102,(718) 956-2760,30,Queens,Public,Q234
2325,02M234,P.S. 234(INDEPENDENCE SCHOOL),292 GREENWICH STREET New York NY 10007,(212) 233-6034,2,Manhattan,Public,M234
18235,18K235,P.S. 235,525 LENOX ROAD Brooklyn NY 11203,(718) 773-4869,18,Brooklyn,Public,K235
18486,18K235,P.S. 235 ANNEX,5811 DITMAS AVE Brooklyn NY 11203,(718) 773-3939,18,Brooklyn,Public,K235
22236,22K236,P.S. 236,6302 AVENUE U Brooklyn NY 11234,(718) 444-6969,22,Brooklyn,Public,K236
21238,21K238,P.S. 238,1633 EAST 8TH STREET Brooklyn NY 11223,(718) 339-4355,21,Brooklyn,Public,K238
24239,24Q239,P.S. 239,17-15 WEIRFIELD STREET Queens NY 11385,(718) 381-4009,24,Queens,Public,Q239
10024,10X024,P.S. 24,660 WEST 236TH STREET Bronx NY 10463,(718) 796-8845,10,Bronx,Public,X024
15024,15K024,P.S. 24,427 38 STREET Brooklyn NY 11232,(718) 832-9366,15,Brooklyn,Public,K024
25024,25Q024,P.S. 24,45-57 Union Street Queens NY 11355,(718) 359-2288,25,Queens,Public,Q024
3420,03M241,P.S. 241,240 WEST 113TH STREET New York NY 10026,(212) 678-2898,3,Manhattan,Public,M113
17241,17K241,P.S. 241,976 PRESIDENT STREET Brooklyn NY 11225,(718) 636-4725,17,Brooklyn,Public,K241
3406,03M242,P.S. 242,134 WEST 122 STREET New York NY 10027,(212) 678-2908,3,Manhattan,Public,M144
25242,25Q242,P.S. 242,29-66 137th STREET Queens NY 11354,(718) 445-2902,25,Queens,Public,Q242
16243,16K243,P.S. 243,1580 DEAN STREET Brooklyn NY 11213,(718) 604-6909,16,Brooklyn,Public,K243
18244,18K244,P.S. 244,5400 TILDEN AVENUE Brooklyn NY 11203,(718) 346-6240,18,Brooklyn,Public,K244
22245,22K245,P.S. 245,249 EAST 17 STREET Brooklyn NY 11226,(718) 284-2330,22,Brooklyn,Public,K735
10246,10X246,P.S. 246,2641 GRAND CONCOURSE Bronx NY 10468,(718) 584-6764,10,Bronx,Public,X843
20247,20K247,P.S. 247,7000 21 AVENUE Brooklyn NY 11204,(718) 236-4205,20,Brooklyn,Public,K247
17249,17K249,P.S. 249,18 MARLBOROUGH ROAD Brooklyn NY 11226,(718) 282-8828,17,Brooklyn,Public,K249
7025,07X025,P.S. 25,811 EAST 149TH STREET Bronx NY 10455,(718) 292-2995,7,Bronx,Public,X025
16025,16K025,P.S. 25,787 LAFAYETTE AVENUE Brooklyn NY 11221,(718) 574-2336,16,Brooklyn,Public,K025
14250,14K250,P.S. 250,108 MONTROSE AVENUE Brooklyn NY 11206,(718) 384-0889,14,Brooklyn,Public,K250
22251,22K251,P.S. 251,1037 EAST 54TH STREET Brooklyn NY 11234,(718) 251-4110,22,Brooklyn,Public,K251
29251,29Q251,P.S. 251,144-51 ARTHUR STREET Queens NY 11413,(718) 276-2745,29,Queens,Public,Q251
21253,21K253,P.S. 253,601 OCEANVIEW AVENUE Brooklyn NY 11235,(718) 332-3331,21,Brooklyn,Public,K253
27253,27Q253,P.S. 253,1307 CENTRAL AVENUE Queens NY 11691,(718) 327-0895,27,Queens,Public,Q253
22254,22K254,P.S. 254,1801 AVENUE Y Brooklyn NY 11235,(718) 743-0890,22,Brooklyn,Public,K254
27254,27Q254,P.S. 254,84-40 101 STREET Queens NY 11418,(718) 846-1840,27,Queens,Public,Q254
22255,22K255,P.S. 255,1866 EAST 17TH STREET Brooklyn NY 11229,(718) 376-8494,22,Brooklyn,Public,K255
14257,14K257,P.S. 257,60 COOK STREET Brooklyn NY 11206,(718) 384-7128,14,Brooklyn,Public,K257
26026,26Q026,P.S. 26,195-02 69TH AVENUE FLUSHING NY 11365,(718) 464-4505,26,Queens,Public,Q026
31026,31R026,P.S. 26,4108 VICTORY BLVD Richmond NY 10314,(718) 698-1530,31,Staten Island,Public,R026
15261,15K261,P.S. 261,314 PACIFIC STREET Brooklyn NY 11201,(718) 330-9275,15,Brooklyn,Public,K261
16262,16K262,P.S. 262,500 MACON STREET Brooklyn NY 11233,(718) 453-0780,16,Brooklyn,Public,K262
20264,20K264,P.S. 264-BAY RIDGE ELEM SCHOOL,371 89TH STREET Brooklyn NY 11209,(718) 630-1650,20,Brooklyn,Public,K264
2267,02M267,P.S. 267,213 EAST 63RD STREET New York NY 10065,(212) 888-7848,2,Manhattan,Public,M267
18268,18K268,P.S. 268,133 EAST 53RD STREET Brooklyn NY 11203,(718) 773-5332,18,Brooklyn,Public,K268
29268,29Q268,P.S. 268,92-07 175 STREET Queens NY 11432,(718) 206-3240,29,Queens,Public,Q268
13270,13K270,P.S. 270,241 EMERSON PLACE Brooklyn NY 11205,(718) 622-2443,13,Brooklyn,Public,K270
29270,29Q270,P.S. 270,233-15 MERRICK BLVD. Queens NY 11413,(718) 341-8280,29,Queens,Public,Q270
18272,18K272,P.S. 272,10124 SEAVIEW AVENUE Brooklyn NY 11236,(718) 241-1300,18,Brooklyn,Public,K272
19273,19K273,P.S. 273,923 JEROME STREET Brooklyn NY 11207,(718) 649-5739,19,Brooklyn,Public,K273
27273,27Q273,P.S. 273,88-07 102ND STREET Queens NY 11418,(718) 286-8300,27,Queens,Public,Q273
32274,32K274,P.S. 274,800 BUSHWICK AVENUE Brooklyn NY 11221,(718) 574-0273,32,Brooklyn,Public,K274
18276,18K276,P.S. 276,1070 EAST 83RD STREET Brooklyn NY 11236,(718) 241-5757,18,Brooklyn,Public,K276
2398,02M276,P.S. 276 BATTERY PARK CITY SCH,55 BATTERY PLACE New York NY 10280,(212) 266-5800,2,Manhattan,Public,M276
22277,22K277,P.S. 277,2529 GERRITSEN AVENUE Brooklyn NY 11229,(718) 743-6689,22,Brooklyn,Public,K277
6278,06M278,P.S. 278 PAULA HEDBAVNY SCHOOL,421 W 219 STREET New York NY 10034,(212) 942-3440,6,Manhattan,Public,M918
10279,10X279,P.S. 279,2100 WALTON AVENUE Bronx NY 10453,(718) 584-6004,10,Bronx,Public,X279
18279,18K279,P.S. 279,1070 EAST 104TH STREET Brooklyn NY 11236,(718) 444-4316,18,Brooklyn,Public,K279
6028,06M028,P.S. 28,475 WEST 155TH STREET New York NY 10032,(212) 690-3014,6,Manhattan,Public,M028
24028,24Q028,P.S. 28,109-10 47TH AVENUE Queens NY 11368,(718) 271-4971,24,Queens,Public,Q028
16028,16K028,P.S. 28 THE WARREN PREP ACAD,"265 Ralph Avenue, 3rd Floor Brooklyn NY 11233",(929) 336-6876,16,Brooklyn,Public,K040
30280,30Q280,P.S. 280,34-20 94 STREET Queens NY 11372,(718) 424-9031,30,Queens,Public,Q280
2281,02M281,P.S. 281 THE RIVER SCHOOL,425 EAST 35TH STREET New York NY 10016,(212) 251-6645,2,Manhattan,Public,M281
23284,23K284,P.S. 284,213 OSBORN STREET Brooklyn NY 11212,(718) 495-7791,23,Brooklyn,Public,K284
13287,13K287,P.S. 287,50 NAVY STREET Brooklyn NY 11201,(718) 834-4745,13,Brooklyn,Public,K287
21288,21K288,P.S. 288,2950 WEST 25TH STREET Brooklyn NY 11224,(718) 449-8000,21,Brooklyn,Public,K288
17289,17K289,P.S. 289,900 ST MARKS AVENUE Brooklyn NY 11213,(718) 493-3824,17,Brooklyn,Public,K289
7029,07X029,P.S. 29,758 COURTLAND AVENUE Bronx NY 10451,(718) 292-3785,7,Bronx,Public,X029
25029,25Q029,P.S. 29,125-10 23RD AVENUE Queens NY 11356,(718) 886-5111,25,Queens,Public,Q029
31029,31R029,P.S. 29,1581 VICTORY BLVD Richmond NY 10314,(718) 556-4400,31,Staten Island,Public,R029
19290,19K290,P.S. 290,135 SCHENCK AVENUE Brooklyn NY 11207,(718) 647-1113,19,Brooklyn,Public,K290
2494,02M290,P.S. 290 MANHATTAN NEW SCHOOL,311 EAST 82 STREET Manhattan NY 10028,(212) 734-7127,2,Manhattan,Public,M190
10377,10X291,P.S. 291,2195 ANDREWS AVENUE Bronx NY 10453,(718) 563-0776,10,Bronx,Public,X015
15295,15K295,P.S. 295,330 18TH STREET Brooklyn NY 11215,(718) 965-0390,15,Brooklyn,Public,K845
14297,14K297,P.S. 297,700 PARK AVENUE Brooklyn NY 11206,(718) 388-4581,14,Brooklyn,Public,K297
23298,23K298,P.S. 298,85 WATKINS STREET Brooklyn NY 11212,(718) 495-7793,23,Brooklyn,Public,K298
32299,32K299,P.S. 299,88 WOODBINE STREET Brooklyn NY 11221,(718) 574-0301,32,Brooklyn,Public,K299
2003,02M003,P.S. 3,490 HUDSON STREET New York NY 10014,(212) 691-1183,2,Manhattan,Public,M003
10003,10X003,P.S. 3,2100 LAFONTAINE AVE Bronx NY 10457,(718) 584-1899,10,Bronx,Public,X003
13003,13K003,P.S. 3,50 JEFFERSON AVENUE Brooklyn NY 11216,(718) 622-2960,13,Brooklyn,Public,K003
31003,31R003,P.S. 3,80 SOUTH GOFF AVENUE Richmond NY 10309,(718) 984-1021,31,Staten Island,Public,R003
31460,31R003,P.S. 3 ANNEX,6581 HYLAN BLVD Richmond NY 10308,(718) 227-2874,31,Staten Island,Public,R003
7030,07X030,P.S. 30,510 EAST 141 STREET Bronx NY 10454,(718) 292-8817,7,Bronx,Public,X030
31030,31R030,P.S. 30,200 WARDWELL AVENUE Richmond NY 10314,(718) 442-0462,31,Staten Island,Public,R030
5030,05M030,P.S. 30 HERNANDEZ/HUGHES ACAD,144-176 East 128th Street New York NY 10035,(212) 876-1825,5,Manhattan,Public,M030
8304,08X304,P.S. 304 EARLY CHILDHOOD LAB,2750 LAFAYETTE AVENUE Bronx NY 10465,(718) 822-5307,8,Bronx,Public,X101
13305,13K305,P.S. 305,344 MONROE STREET Brooklyn NY 11216,(718) 789-3962,13,Brooklyn,Public,K305
19306,19K306,P.S. 306,970 VERMONT STREET Brooklyn NY 11207,(718) 649-3155,19,Brooklyn,Public,K306
10307,10X307,P.S. 307,124 EAMES PLACE Bronx NY 10468,(718) 601-2632,10,Bronx,Public,X886
13307,13K307,P.S. 307,209 YORK STREET Brooklyn NY 11201,(718) 834-4748,13,Brooklyn,Public,K307
24307,24Q307,P.S. 307 PIONEER ACADEMY,40-20 100TH STREET Queens NY 11368,(718) 779-5068,24,Queens,Public,Q260
16308,16K308,P.S. 308,616 QUINCY STREET Brooklyn NY 11221,(718) 571-6960,16,Brooklyn,Public,K308
16309,16K309,P.S. 309,794 MONROE STREET Brooklyn NY 11221,(718) 574-2381,16,Brooklyn,Public,K309
14031,14K031,P.S. 31,75 MESEROLE AVENUE Brooklyn NY 11222,(718) 383-8998,14,Brooklyn,Public,K031
26031,26Q031,P.S. 31,211-45 46TH ROAD BAYSIDE NY 11361,(718) 423-8289,26,Queens,Public,Q031
31031,31R031,P.S. 31,55 LAYTON AVENUE Richmond NY 10301,(718) 273-3500,31,Staten Island,Public,R031
7031,07X031,P.S. 31 AT IS 151,250 EAST 156 STREET Bronx NY 10455,(718) 292-4397,7,Bronx,Public,X151
10122,10X310,P.S. 310 COMPLEX,260 WEST KINGSBRIDGE ROAD Bronx NY 10463,(718) 796-9434,10,Bronx,Public,X122
22312,22K312,P.S. 312,7103 AVENUE T Brooklyn NY 11234,(718) 763-4015,22,Brooklyn,Public,K312
10315,10X315,P.S. 315,2865 Claflin Avenue Bronx NY 10468,(718) 584-7441,10,Bronx,Public,X779
22315,22K315,P.S. 315,2310 GLENWOOD ROAD Brooklyn NY 11210,(718) 421-9560,22,Brooklyn,Public,K152
17316,17K316,P.S. 316,750 CLASSON AVENUE Brooklyn NY 11238,(718) 638-4043,17,Brooklyn,Public,K316
14319,14K319,P.S. 319,360 KEAP STREET Brooklyn NY 11211,(718) 388-1588,14,Brooklyn,Public,K319
10032,10X032,P.S. 32,690 EAST 183RD STREET Bronx NY 10458,(718) 584-3645,10,Bronx,Public,X032
15032,15K032,P.S. 32,420 Union Street Brooklyn NY 11231,(718) 222-6400,15,Brooklyn,Public,K032
25032,25Q032,P.S. 32,171-11 35TH AVENUE Queens NY 11358,(718) 463-3747,25,Queens,Public,Q032
31032,31R032,P.S. 32,232 BARLOW AVENUE Richmond NY 10308,(718) 984-1688,31,Staten Island,Public,R032
15321,15K321,P.S. 321,180 7TH AVENUE Brooklyn NY 11215,(718) 499-2412,15,Brooklyn,Public,K321
19325,19K325,P.S. 325 FRESH CREEK SCHOOL,875 WILLIAMS AVENUE Brooklyn NY 11207,(718) 272-1843,19,Brooklyn,Public,K260
22326,22K326,P.S. 326,1800 UTICA AVENUE Brooklyn NY 11234,(718) 241-4828,22,Brooklyn,Public,K852
23327,23K327,P.S. 327,111 BRISTOL STREET Brooklyn NY 11212,(718) 495-7801,23,Brooklyn,Public,K327
23850,23K327,P.S. 327 ANNEX @ IS 263,210 CHESTER STREET Brooklyn NY 11212,(718) 495-5213,23,Brooklyn,Public,K327
19328,19K328,P.S. 328,330 ALABAMA AVENUE Brooklyn NY 11207,(718) 345-9393,19,Brooklyn,Public,K328
21329,21K329,P.S. 329,2929 WEST 30 STREET Brooklyn NY 11224,(718) 787-3460,21,Brooklyn,Public,K329
10033,10X033,P.S. 33,2424 JEROME AVENUE Bronx NY 10468,(718) 584-3926,10,Bronx,Public,X033
29033,29Q033,P.S. 33,91-37 222ND STREET Queens NY 11428,(718) 465-6283,29,Queens,Public,Q033
24330,24Q330,P.S. 330,110-08 NORTHERN BLVD Queens NY 11368,(718) 505-5110,24,Queens,Public,Q287
3334,03M334,P.S. 334 THE ANDERSON SCHOOL,100 WEST 77TH STREET New York NY 10024,(212) 595-7193,3,Manhattan,Public,M044
16335,16K335,P.S. 335,130 ROCHESTER AVENUE Brooklyn NY 11213,(718) 493-7736,16,Brooklyn,Public,K335
1034,01M034,P.S. 34,730 EAST 12TH STREET New York NY 10009,(212) 228-4433,1,Manhattan,Public,M034
14034,14K034,P.S. 34,131 NORMAN AVENUE Brooklyn NY 11222,(718) 389-5842,14,Brooklyn,Public,K034
29034,29Q034,P.S. 34,104-12 SPRINGFIELD BLVD Queens NY 11428,(718) 465-6818,29,Queens,Public,Q034
10340,10X340,P.S. 340,25 WEST 195TH STREET Bronx NY 10468,(718) 220-1830,10,Bronx,Public,X340
19345,19K345,P.S. 345,111 BERRIMAN STREET Brooklyn NY 11208,(718) 647-8387,19,Brooklyn,Public,K345
19346,19K346,P.S. 346,1400 PENNSYLVANIA AVENUE Brooklyn NY 11239,(718) 642-3000,19,Brooklyn,Public,K346
28349,28Q349,P.S. 349,88-08 164TH STREET QUEENS NY 11432,(718) 558-6220,28,Queens,Public,Q314
29035,29Q035,P.S. 35,191-02 90TH AVENUE Queens NY 11423,(718) 465-6820,29,Queens,Public,Q035
31035,31R035,P.S. 35,60 FOOTE AVENUE Richmond NY 10301,(718) 442-3037,31,Staten Island,Public,R035
9035,09X035,P.S. 35 FRANZ SIGEL,261 EAST 163RD STREET Bronx NY 10451,(718) 681-7214,9,Bronx,Public,X035
28354,28Q354,P.S. 354,126-10 BEDELL STREET Queens NY 11434,(718) 276-1348,28,Queens,Public,Q030
5036,05M036,P.S. 36,123 MORNINGSIDE DRIVE New York NY 10027,(212) 690-5807,5,Manhattan,Public,M036
8036,08X036,P.S. 36,1070 CASTLE HILL AVENUE Bronx NY 10473,(718) 822-5345,8,Bronx,Public,X036
29036,29Q036,P.S. 36,187-01 FOCH BLVD Queens NY 11412,(718) 528-1862,29,Queens,Public,Q036
31036,31R036,P.S. 36,255 IONIA AVENUE Richmond NY 10312,(718) 984-1422,31,Staten Island,Public,R036
31477,31R036,P.S. 36 AX,200 JEFFERSON BLVD. Richmond NY 10312,(718) 984-7881,31,Staten Island,Public,R036
10360,10X360,P.S. 360,2880 KINGSBRIDGE TERRACE Bronx NY 10463,(718) 548-1511,10,Bronx,Public,X360
29360,29Q360,P.S. 360,199-10 112TH AVENUE QUEENS NY 11412,(718) 776-7370,29,Queens,Public,Q892
22361,22K361,P.S. 361,1957 Nostrand Avenue Brooklyn NY 11210,(718) 856-0600,22,Brooklyn,Public,K269
30361,30Q361,P.S. 361,39-07 57TH STREET QUEENS NY 11377,(718) 592-3300,30,Queens,Public,Q339
6366,06M366,P.S. 366 WASHINGTON HEIGHTS,202 SHERMAN AVENUE New York NY 10040,(212) 304-3320,6,Manhattan,Public,M263
29037,29Q037,P.S. 37,179-37 137TH AVENUE Queens NY 11434,(718) 528-5399,29,Queens,Public,Q037
5371,05M371,P.S. 371,425 West 130 Street Manhattan NY 10027,(212) 346-5270,5,Manhattan,Public,M129
26001,26Q376,P.S. 376,210-21 48 Avenue Queens NY 11364,(929) 267-5900,26,Queens,Public,Q332
32376,32K376,P.S. 376,194 HARMAN ST Brooklyn NY 11221,(718) 573-0781,32,Brooklyn,Public,K376
27007,27Q377,P.S. 377,150-15 Raleigh Street Queens NY 11417,(917) 848-8753,27,Queens,Public,Q335
32377,32K377,P.S. 377,200 WOODBINE STREET Brooklyn NY 11221,(718) 574-0325,32,Brooklyn,Public,K377
4121,04M038,P.S. 38,232 EAST 103RD STREET New York NY 10029,(212) 860-5882,4,Manhattan,Public,M121
15038,15K038,P.S. 38,450 PACIFIC STREET Brooklyn NY 11217,(718) 330-9305,15,Brooklyn,Public,K038
29038,29Q038,P.S. 38,135-21 241ST STREET Queens NY 11422,(718) 528-2276,29,Queens,Public,Q038
31038,31R038,P.S. 38,421 LINCOLN AVENUE Richmond NY 10306,(718) 351-1225,31,Staten Island,Public,R038
14380,14K380,P.S. 380,370 MARCY AVENUE Brooklyn NY 11206,(718) 388-0607,14,Brooklyn,Public,K380
30384,30Q384,P.S. 384,1-35 57 Avenue Queens NY 11101,(718) 391-4667,30,Queens,Public,Q375
32384,32K384,P.S. 384,242 COOPER STREET Brooklyn NY 11207,(718) 642-4890,32,Brooklyn,Public,K384
15039,15K039,P.S. 39,417 6TH AVENUE Brooklyn NY 11215,(718) 330-9310,15,Brooklyn,Public,K039
31039,31R039,P.S. 39,99 MacFarland Avenue Staten Island NY 10305,(718) 447-4543,31,Staten Island,Public,R039
26390,26Q390,P.S. 390,56-10 214 Street Queens NY 11364,(929) 373-5878,26,Queens,Public,Q361
10396,10X396,P.S. 396,1930 ANDREWS AVENUE Bronx NY 10453,(718) 294-0862,10,Bronx,Public,X026
17397,17K397,P.S. 397,490 FENIMORE STREET Brooklyn NY 11203,(718) 774-5200,17,Brooklyn,Public,K397
